Mod:Item:MetaData, Localized Name
hbm:fluid_pack_full:8, Packaged Deuterium
hbm:fluid_pack_full:9, Packaged Tritium
hbm:fluid_pack_full:57, Packaged Helium-3
hbm:fluid_pack_full:124, Packaged Helium-4
hbm:fluid_pack_full:39, Packaged Liquid Oxygen
hbm:fluid_pack_full:40, Packaged Xenon Gas
hbm:fluid_pack_full:90, Packaged Chlorine Gas
hbm:fluid_pack_full:42, Packaged Mercury
hbm:fluid_pack_full:10, Packaged Crude Oil
hbm:fluid_pack_full:134, Packaged Desulfurized Crude Oil
hbm:fluid_pack_full:61, Packaged Cracked Oil
hbm:fluid_pack_full:136, Packaged Desulfurized Cracked Oil
hbm:fluid_pack_full:62, Packaged Coal Oil
hbm:fluid_pack_full:105, Packaged Coker Oil
hbm:fluid_pack_full:11, Packaged Hot Crude Oil
hbm:fluid_pack_full:135, Packaged Desulfurized Hot Crude Oil
hbm:fluid_pack_full:63, Packaged Hot Cracked Oil
hbm:fluid_pack_full:137, Packaged Desulfurized Hot Cracked Oil
hbm:fluid_pack_full:12, Packaged Heavy Oil
hbm:fluid_pack_full:91, Packaged Vacuum Heavy Oil
hbm:fluid_pack_full:19, Packaged Naphtha
hbm:fluid_pack_full:138, Packaged Desulfurized Naphtha
hbm:fluid_pack_full:64, Packaged Cracked Naphtha
hbm:fluid_pack_full:106, Packaged Coker Naphtha
hbm:fluid_pack_full:92, Packaged Reformate
hbm:fluid_pack_full:21, Packaged Light Oil
hbm:fluid_pack_full:139, Packaged Desulfurized Light Oil
hbm:fluid_pack_full:65, Packaged Cracked Light Oil
hbm:fluid_pack_full:93, Packaged Vacuum Light Oil
hbm:fluid_pack_full:13, Packaged Bitumen
hbm:fluid_pack_full:14, Packaged Industrial Oil
hbm:fluid_pack_full:15, Packaged Heating Oil
hbm:fluid_pack_full:96, Packaged Heavy Heating Oil
hbm:fluid_pack_full:16, Packaged Reclaimed Industrial Oil
hbm:fluid_pack_full:18, Packaged Engine Lubricant
hbm:fluid_pack_full:23, Packaged Natural Gas
hbm:fluid_pack_full:107, Packaged Coker Gas
hbm:fluid_pack_full:24, Packaged Petroleum Gas
hbm:fluid_pack_full:94, Packaged Sour Gas
hbm:fluid_pack_full:25, Packaged LPG
hbm:fluid_pack_full:86, Packaged Syngas
hbm:fluid_pack_full:87, Packaged Oxyhydrogen
hbm:fluid_pack_full:67, Packaged Aromatic Hydrocarbons
hbm:fluid_pack_full:68, Packaged Unsaturated Hydrocarbons
hbm:fluid_pack_full:95, Packaged BTX
hbm:fluid_pack_full:100, Packaged Reformate Gas
hbm:fluid_pack_full:20, Packaged Diesel
hbm:fluid_pack_full:97, Packaged High-Cetane Diesel
hbm:fluid_pack_full:66, Packaged Cracked Diesel
hbm:fluid_pack_full:98, Packaged High-Cetane Cracked Diesel
hbm:fluid_pack_full:22, Packaged Kerosene
hbm:fluid_pack_full:99, Packaged Jet Fuel
hbm:fluid_pack_full:17, Packaged Petroil
hbm:fluid_pack_full:72, Packaged Leaded Petroil
hbm:fluid_pack_full:46, Packaged Gasoline
hbm:fluid_pack_full:73, Packaged Leaded Gasoline
hbm:fluid_pack_full:47, Packaged Coal Gasoline
hbm:fluid_pack_full:74, Packaged Leaded Coal Gasoline
hbm:fluid_pack_full:80, Packaged Coal Tar Creosote
hbm:fluid_pack_full:79, Packaged Wood Oil
hbm:fluid_pack_full:26, Packaged Biogas
hbm:fluid_pack_full:27, Packaged Biofuel
hbm:fluid_pack_full:59, Packaged Ethanol
hbm:fluid_pack_full:111, Packaged Fish Oil
hbm:fluid_pack_full:112, Packaged Sunflower Seed Oil
hbm:fluid_pack_full:28, Packaged NITAN© 100 Octane Super Fuel
hbm:fluid_pack_full:154, Packaged Deuterated Hydrocarbon
hbm:fluid_pack_full:41, Packaged BF Rocket Fuel
hbm:fluid_pack_full:69, Packaged Salient Green
hbm:fluid_pack_full:81, Packaged Seeding Slurry
hbm:fluid_pack_full:101, Packaged Colloid
hbm:fluid_pack_full:141, Packaged Vitriol
hbm:fluid_pack_full:142, Packaged Ore Slop
hbm:fluid_pack_full:104, Packaged Ionic Gel
hbm:fluid_pack_full:35, Packaged Hydrogen Peroxide
hbm:fluid_pack_full:75, Packaged Sulfuric Acid
hbm:fluid_pack_full:82, Packaged Nitric Acid
hbm:fluid_pack_full:83, Packaged Solvent
hbm:fluid_pack_full:88, Packaged High-Performance Solvent
hbm:fluid_pack_full:32, Packaged Schrabidic Acid
hbm:fluid_pack_full:29, Packaged Uranium Hexafluoride
hbm:fluid_pack_full:30, Packaged Plutonium Hexafluoride
hbm:fluid_pack_full:31, Packaged Schrabidium Trisulfide
hbm:fluid_pack_full:43, Packaged Pandemonium(III)tantalite Solution
hbm:fluid_pack_full:36, Packaged Poisonous Mud
hbm:fluid_pack_full:131, Packaged Fullerene Solution
hbm:fluid_pack_full:108, Packaged Dissolved Egg
hbm:fluid_pack_full:109, Packaged Cholesterol Solution
hbm:fluid_pack_full:149, Packaged Sodium Aluminate
hbm:fluid_pack_full:150, Packaged Bauxite Solution
hbm:fluid_pack_full:151, Packaged Alumina
hbm:fluid_pack_full:153, Packaged Liquid Concrete
hbm:fluid_pack_full:49, Packaged Fracking Solution
hbm:fluid_pack_full:148, Packaged Lye
hbm:fluid_pack_full:102, Packaged Phosgene
hbm:fluid_pack_full:103, Packaged Mustard Gas
hbm:fluid_pack_full:110, Packaged Estradiol Solution
hbm:fluid_pack_full:113, Packaged Nitroglycerin
hbm:fluid_pack_full:33, Packaged Antimatter
hbm:fluid_pack_full:34, Packaged Antischrabidium
hbm:fluid_pack_full:70, Packaged Experience Juice
hbm:fluid_pack_full:71, Packaged Ender Juice
hbm:fluid_pack_full:140, Packaged Stellar Flux
hbm:fluid_pack_full:132, Packaged Booster Pheromone
hbm:fluid_pack_full:133, Packaged Modified Booster Pheromone
hbm:fluid_pack_full:89, Packaged Hydrazine
hbm:fluid_pack_full:1000, Packaged Custom Fluid Demo
hbm:pipette, Pipette
hbm:pipette_boron, Boron Pipette
hbm:pipette_laboratory, Laboratory Grade Pipette
hbm:siphon, Siphon
hbm:inf_water, Infinite Water Tank
hbm:inf_water_mk2, Large Infinite Water Tank
hbm:disperser_canister_empty, Disperser Canister
hbm:disperser_canister:152, Disperser Canister: Compressed Air
hbm:disperser_canister:1, Disperser Canister: Water
hbm:disperser_canister:60, Disperser Canister: Heavy Water
hbm:disperser_canister:2, Disperser Canister: Steam
hbm:disperser_canister:3, Disperser Canister: Dense Steam
hbm:disperser_canister:4, Disperser Canister: Super Dense Steam
hbm:disperser_canister:5, Disperser Canister: Ultra Dense Steam
hbm:disperser_canister:55, Disperser Canister: Carbon Dioxide
hbm:disperser_canister:6, Disperser Canister: Coolant
hbm:disperser_canister:76, Disperser Canister: Hot Coolant
hbm:disperser_canister:145, Disperser Canister: Perfluoromethyl
hbm:disperser_canister:146, Disperser Canister: Cold Perfluoromethyl
hbm:disperser_canister:147, Disperser Canister: Hot Perfluoromethyl
hbm:disperser_canister:77, Disperser Canister: Mug Root Beer
hbm:disperser_canister:78, Disperser Canister: Hot Mug Root Beer
hbm:disperser_canister:38, Disperser Canister: Liquid Hydrogen
hbm:disperser_canister:8, Disperser Canister: Deuterium
hbm:disperser_canister:9, Disperser Canister: Tritium
hbm:disperser_canister:57, Disperser Canister: Helium-3
hbm:disperser_canister:124, Disperser Canister: Helium-4
hbm:disperser_canister:39, Disperser Canister: Liquid Oxygen
hbm:disperser_canister:40, Disperser Canister: Xenon Gas
hbm:disperser_canister:90, Disperser Canister: Chlorine Gas
hbm:disperser_canister:42, Disperser Canister: Mercury
hbm:disperser_canister:21, Disperser Canister: Light Oil
hbm:disperser_canister:139, Disperser Canister: Desulfurized Light Oil
hbm:disperser_canister:65, Disperser Canister: Cracked Light Oil
hbm:disperser_canister:93, Disperser Canister: Vacuum Light Oil
hbm:disperser_canister:18, Disperser Canister: Engine Lubricant
hbm:disperser_canister:23, Disperser Canister: Natural Gas
hbm:disperser_canister:107, Disperser Canister: Coker Gas
hbm:disperser_canister:24, Disperser Canister: Petroleum Gas
hbm:disperser_canister:94, Disperser Canister: Sour Gas
hbm:disperser_canister:25, Disperser Canister: LPG
hbm:disperser_canister:86, Disperser Canister: Syngas
hbm:disperser_canister:87, Disperser Canister: Oxyhydrogen
hbm:disperser_canister:68, Disperser Canister: Unsaturated Hydrocarbons
hbm:disperser_canister:100, Disperser Canister: Reformate Gas
hbm:disperser_canister:20, Disperser Canister: Diesel
hbm:disperser_canister:97, Disperser Canister: High-Cetane Diesel
hbm:disperser_canister:66, Disperser Canister: Cracked Diesel
hbm:disperser_canister:98, Disperser Canister: High-Cetane Cracked Diesel
hbm:disperser_canister:22, Disperser Canister: Kerosene
hbm:disperser_canister:99, Disperser Canister: Jet Fuel
hbm:disperser_canister:17, Disperser Canister: Petroil
hbm:disperser_canister:72, Disperser Canister: Leaded Petroil
hbm:disperser_canister:46, Disperser Canister: Gasoline
hbm:disperser_canister:73, Disperser Canister: Leaded Gasoline
hbm:disperser_canister:47, Disperser Canister: Coal Gasoline
hbm:disperser_canister:74, Disperser Canister: Leaded Coal Gasoline
hbm:disperser_canister:26, Disperser Canister: Biogas
hbm:disperser_canister:27, Disperser Canister: Biofuel
hbm:disperser_canister:59, Disperser Canister: Ethanol
hbm:disperser_canister:111, Disperser Canister: Fish Oil
hbm:disperser_canister:112, Disperser Canister: Sunflower Seed Oil
hbm:disperser_canister:28, Disperser Canister: NITAN© 100 Octane Super Fuel
hbm:disperser_canister:154, Disperser Canister: Deuterated Hydrocarbon
hbm:disperser_canister:35, Disperser Canister: Hydrogen Peroxide
hbm:disperser_canister:75, Disperser Canister: Sulfuric Acid
hbm:disperser_canister:82, Disperser Canister: Nitric Acid
hbm:disperser_canister:83, Disperser Canister: Solvent
hbm:disperser_canister:88, Disperser Canister: High-Performance Solvent
hbm:disperser_canister:32, Disperser Canister: Schrabidic Acid
hbm:disperser_canister:29, Disperser Canister: Uranium Hexafluoride
hbm:disperser_canister:30, Disperser Canister: Plutonium Hexafluoride
hbm:disperser_canister:31, Disperser Canister: Schrabidium Trisulfide
hbm:disperser_canister:131, Disperser Canister: Fullerene Solution
hbm:disperser_canister:108, Disperser Canister: Dissolved Egg
hbm:disperser_canister:109, Disperser Canister: Cholesterol Solution
hbm:disperser_canister:149, Disperser Canister: Sodium Aluminate
hbm:disperser_canister:151, Disperser Canister: Alumina
hbm:disperser_canister:153, Disperser Canister: Liquid Concrete
hbm:disperser_canister:148, Disperser Canister: Lye
hbm:disperser_canister:102, Disperser Canister: Phosgene
hbm:disperser_canister:103, Disperser Canister: Mustard Gas
hbm:disperser_canister:110, Disperser Canister: Estradiol Solution
hbm:disperser_canister:113, Disperser Canister: Nitroglycerin
hbm:disperser_canister:71, Disperser Canister: Ender Juice
hbm:disperser_canister:132, Disperser Canister: Booster Pheromone
hbm:disperser_canister:133, Disperser Canister: Modified Booster Pheromone
hbm:disperser_canister:89, Disperser Canister: Hydrazine
hbm:disperser_canister:1000, Disperser Canister: Custom Fluid Demo
hbm:glyphid_gland_empty, Glyphid's Fluid Gland
hbm:glyphid_gland:75, Sulfuric Acid Gland
hbm:glyphid_gland:132, Booster Pheromone Gland
hbm:detonator, Detonator
hbm:detonator_multi, Multi Detonator
hbm:detonator_laser, Laser Detonator
hbm:detonator_deadman, Dead Man's Detonator
hbm:detonator_de, Dead Man's Explosive
hbm:igniter, Igniter
hbm:chopper, Hunter Chopper
hbm:spawn_worm, Balls-O-Tron Prime
hbm:spawn_ufo, Martian Invasion Ship
hbm:bomb_caller:0, Airstrike Designator
hbm:bomb_caller:1, Airstrike Designator
hbm:bomb_caller:2, Airstrike Designator
hbm:bomb_caller:3, Airstrike Designator
hbm:bomb_caller:4, Airstrike Designator
hbm:crate_caller, Supply Drop Requester
hbm:meteor_remote, Meteorite Remote
hbm:anchor_remote, Recall Device
hbm:hazmat_helmet, Hazmat Helmet
hbm:hazmat_plate, Hazmat Chestplate
hbm:hazmat_legs, Hazmat Leggings
hbm:hazmat_boots, Hazmat Boots
hbm:hazmat_helmet_red, Advanced Hazmat Helmet
hbm:hazmat_plate_red, Advanced Hazmat Chestplate
hbm:hazmat_legs_red, Advanced Hazmat Leggings
hbm:hazmat_boots_red, Advanced Hazmat Boots
hbm:hazmat_helmet_grey, High-Performance Hazmat Helmet
hbm:hazmat_plate_grey, High-Performance Hazmat Chestplate
hbm:hazmat_legs_grey, High-Performance Hazmat Leggings
hbm:hazmat_boots_grey, High-Performance Hazmat Boots
hbm:liquidator_helmet, Liquidator Suit Helmet
hbm:liquidator_plate, Liquidator Suit Chestplate
hbm:liquidator_legs, Liquidator Suit Leggins
hbm:liquidator_boots, Liquidator Suit Boots
hbm:hazmat_paa_helmet, PaA Battle Hazmat Suit Helmet
hbm:hazmat_paa_plate, PaA Battle Hazmat Suit Chestplate
hbm:hazmat_paa_legs, PaA Battle Hazmat Suit Leggings
hbm:hazmat_paa_boots, PaA Battle Hazmat Suit Boots
hbm:paa_plate, PaA Chest Protection Plate
hbm:paa_legs, PaA Leg Reinforcements
hbm:paa_boots, PaA "good ol' shoes"
hbm:australium_iii, Mark III Life Extender
hbm:armor_battery, Power Armor Battery Pack
hbm:armor_battery_mk2, Power Armor Battery Pack Mk2
hbm:armor_battery_mk3, Power Armor Battery Pack Mk3
hbm:asbestos_helmet, Fire Proximity Helmet
hbm:asbestos_plate, Fire Proximity Chestplate
hbm:asbestos_legs, Fire Proximity Leggings
hbm:asbestos_boots, Fire Proximity Boots
hbm:euphemium_helmet, Euphemium Helmet
hbm:euphemium_plate, Euphemium Chestplate
hbm:euphemium_legs, Euphemium Leggings
hbm:euphemium_boots, Euphemium Boots
hbm:jackt, Damn Stylish Ballistic Jacket
hbm:jackt2, Damn Stylish Ballistic Jacket 2: Tokyo Drift
hbm:chainsaw, Chainsaw
hbm:steel_helmet, Steel Helmet
hbm:steel_plate, Steel Chestplate
hbm:steel_legs, Steel Leggings
hbm:steel_boots, Steel Boots
hbm:titanium_helmet, Titanium Helmet
hbm:titanium_plate, Titanium Chestplate
hbm:titanium_legs, Titanium Leggings
hbm:titanium_boots, Titanium Boots
hbm:alloy_helmet, Advanced Alloy Helmet
hbm:alloy_plate, Advanced Alloy Chestplate
hbm:alloy_legs, Advanced Alloy Leggings
hbm:alloy_boots, Advanced Alloy Boots
hbm:cobalt_helmet, Cobalt Helmet
hbm:cobalt_plate, Cobalt Chestplate
hbm:cobalt_legs, Cobalt Leggings
hbm:cobalt_boots, Cobalt Boots
hbm:security_helmet, Security Helmet
hbm:security_plate, Security Chestplate
hbm:security_legs, Security Leggings
hbm:security_boots, Security Boots
hbm:starmetal_helmet, Starmetal Helmet
hbm:starmetal_plate, Starmetal Chestplate
hbm:starmetal_legs, Starmetal Leggings
hbm:starmetal_boots, Starmetal Boots
hbm:robes_helmet, Casual Hoodie
hbm:robes_plate, Casual Sweater
hbm:robes_legs, Casual Pants
hbm:robes_boots, Field Boots
hbm:zirconium_legs, Zirconium Pants
hbm:dnt_helmet, dinotroniumu helmet
hbm:dnt_plate, dineutrom chestplate
hbm:dnt_legs, dineuterium legs
hbm:dnt_boots, dienautronium boots
hbm:cmb_helmet, CMB Steel Helmet
hbm:cmb_plate, CMB Steel Chestplate
hbm:cmb_legs, CMB Steel Leggings
hbm:cmb_boots, CMB Steel Boots
hbm:schrabidium_helmet, Schrabidium Helmet
hbm:schrabidium_plate, Schrabidium Chestplate
hbm:schrabidium_legs, Schrabidium Leggings
hbm:schrabidium_boots, Schrabidium Boots
hbm:t51_helmet, T-51b Power Armor Helmet
hbm:t51_plate, T-51b Power Armor Chestplate
hbm:t51_legs, T-51b Power Armor Leggings
hbm:t51_boots, T-51b Power Armor Boots
hbm:steamsuit_helmet, Steam Suit Respirator Helmet
hbm:steamsuit_plate, Steam Suit Chestplate
hbm:steamsuit_legs, Steam Suit Leggings
hbm:steamsuit_boots, Steam Suit Boots
hbm:trenchmaster_helmet, Trenchmaster's Helmet
hbm:trenchmaster_plate, Trenchmaster's Chestplate
hbm:trenchmaster_legs, Trenchmaster's Leggings
hbm:trenchmaster_boots, Trenchmaster's Boots
hbm:taurun_helmet, Taurun Helmet
hbm:taurun_plate, Taurun Chestplate
hbm:taurun_legs, Taurun Leggings
hbm:taurun_boots, Taurun Boots
hbm:bismuth_helmet, Bismuth Headdress
hbm:bismuth_plate, Bismuth Shoulderpads, Necklace & Loincloth
hbm:bismuth_legs, Bismuth Kneeguards
hbm:bismuth_boots, Bismuth Sandals
hbm:envsuit_helmet, M1TTY Environment Suit Helmet
hbm:envsuit_plate, M1TTY Environment Suit Chestplate
hbm:envsuit_legs, M1TTY Environment Suit Leggings
hbm:envsuit_boots, M1TTY Environment Suit Boots
hbm:dieselsuit_helmet, Diesel-Powered Head-Mounted Environmental Sensor
hbm:dieselsuit_plate, Diesel-Powered Cybernetics
hbm:dieselsuit_legs, Diesel-Powered Leg Servos
hbm:dieselsuit_boots, Diesel-Powered High Heels
hbm:ajr_helmet, Steel Ranger Helmet
hbm:ajr_plate, Steel Ranger Chestplate
hbm:ajr_legs, Steel Ranger Leggings
hbm:ajr_boots, Steel Ranger Boots
hbm:ajro_helmet, AJR Power Armor Helmet
hbm:ajro_plate, AJR Power Armor Chestplate
hbm:ajro_legs, AJR Power Armor Leggings
hbm:ajro_boots, AJR Power Armor Boots
hbm:hev_helmet, HEV Mark IV Helmet
hbm:hev_plate, HEV Mark IV Chestplate
hbm:hev_legs, HEV Mark IV Leggings
hbm:hev_boots, HEV Mark IV Boots
hbm:bj_helmet, Eyepatch with Thermal Sensor
hbm:bj_plate, Lunar Cybernetic Plating
hbm:bj_plate_jetpack, Lunar Cybernetic Plating (Winged)
hbm:bj_legs, Lunar Cybernetic Leg Replacements
hbm:bj_boots, Lunar Studded Boots
hbm:rpa_helmet, Remnants Power Armor Helmet
hbm:rpa_plate, Remnants Power Armor Chestplate
hbm:rpa_legs, Remnants Power Armor Leggings
hbm:rpa_boots, Remnants Power Armor Boots
hbm:ncrpa_helmet, NCR Ranger Power Armor Helmet
hbm:ncrpa_plate, NCR Ranger Power Armor Chestplate
hbm:ncrpa_legs, NCR Ranger Power Armor Leggings
hbm:ncrpa_boots, NCR Ranger Power Armor Boots
hbm:fau_helmet, Fau Helmet
hbm:fau_plate, Fau Chestplate
hbm:fau_legs, Fau Leggins
hbm:fau_boots, Fau Boots
hbm:dns_helmet, DNT Nano Suit Helmet
hbm:dns_plate, DNT Nano Suit Chestplate
hbm:dns_legs, DNT Nano Suit Leggings
hbm:dns_boots, DNT Nano Suit Boots
hbm:goggles, Protection Goggles
hbm:ashglasses, Ash Goggles
hbm:mask_rag, Crude Protective Mask
hbm:mask_damp, Crude Protective Mask
hbm:mask_piss, Trench Mask
hbm:gas_mask, Gas Mask
hbm:gas_mask_m65, M65-Z Gas Mask
hbm:gas_mask_mono, Half Mask
hbm:gas_mask_olde, Leather Gas Mask
hbm:nossy_hat, Fabulous Hat
hbm:no9, Mining Helmet
hbm:beta, Beta Features
hbm:jetpack_fly, Jetpack
hbm:jetpack_break, Builder's Jetpack
hbm:jetpack_vector, Vectored Jetpack
hbm:jetpack_boost, Boostpack
hbm:jetpack_glider, Glider Jetpack
hbm:wings_murk, Murky Wings
hbm:wings_limp, Limp Wings
hbm:cape_radiation, Cape (Radiation)
hbm:cape_gasmask, Cape (Gas Mask)
hbm:cape_schrabidium, Cape (Schrabidic)
hbm:schrabidium_hammer, Schrabidium Hammer
hbm:shimmer_sledge, Shimmer Sledge
hbm:shimmer_axe, Shimmer Axe
hbm:ullapool_caber, Ullapool Caber
hbm:euphemium_stopper, Stopper
hbm:matchstick, Matchstick
hbm:balefire_and_steel, Balefire and Steel
hbm:wrench, Pipe Wrench
hbm:wrench_flipped, Blade on a Wrench
hbm:memespoon, §eMarket Gardener
hbm:wood_gavel, Wooden Gavel
hbm:lead_gavel, Leaden Gavel
hbm:diamond_gavel, Diamond Gavel
hbm:multitool_hit, Power Fist (Fist)
hbm:multitool_dig, Power Fist (Digging Claw)
hbm:multitool_silk, Power Fist (Silk Touch Claw)
hbm:multitool_ext, Power Fist (Ore Extractor)
hbm:multitool_miner, Power Fist (Extracting Mining Laser)
hbm:multitool_beam, Power Fist (Zapper)
hbm:multitool_sky, Power Fist (Crack the Sky)
hbm:multitool_mega, Power Fist (Super Punch)
hbm:multitool_joule, Power Fist (Giga Joule)
hbm:multitool_decon, Power Fist (Decontaminator)
hbm:gun_b92, §9B92 Energy Pistol§r
hbm:gun_b93, §cB93 Energy Mod§r
hbm:gun_supershotgun, Super Shotgun
hbm:gun_jshotgun, Occult Shotgun
hbm:gun_vortex, Vortex
hbm:gun_egon, Gluon Gun
hbm:gun_moist_nugget, Mosin-Nagant
hbm:crucible, Crucible
hbm:stick_dynamite, Stick of Dynamite
hbm:stick_dynamite_fishing, Stick of Fishing Dynamite
hbm:stick_tnt, Stick of TNT
hbm:stick_semtex, Stick of Semtex
hbm:stick_c4, Stick of C-4
hbm:ingot_steel, Steel Ingot
hbm:ingot_titanium, Titanium Ingot
hbm:ingot_copper, Industrial Grade Copper
hbm:ingot_red_copper, Minecraft Grade Copper
hbm:ingot_advanced_alloy, Advanced Alloy Ingot
hbm:ingot_tungsten, Tungsten Ingot
hbm:ingot_aluminium, Aluminium Ingot
hbm:ingot_beryllium, Beryllium Ingot
hbm:ingot_lead, Lead Ingot
hbm:ingot_asbestos, Asbestos Sheet
hbm:ingot_magnetized_tungsten, Magnetized Tungsten Ingot
hbm:ingot_combine_steel, CMB Steel Ingot
hbm:ingot_dura_steel, High-Speed Steel Ingot
hbm:ingot_technetium, Technetium-99 Ingot
hbm:ingot_tcalloy, Technetium Steel Ingot
hbm:ingot_cdalloy, Cadmium Steel Ingot
hbm:ingot_polymer, Polymer Bar
hbm:ingot_bakelite, Bakelite Bar
hbm:ingot_rubber, Rubber Bar
hbm:ingot_biorubber, Latex Bar
hbm:ingot_pc, Hard Plastic Bar
hbm:ingot_pvc, PVC Bar
hbm:ingot_desh, Desh Ingot
hbm:ingot_saturnite, Saturnite Ingot
hbm:ingot_ferrouranium, Ferrouranium Ingot
hbm:ingot_starmetal, §9Starmetal Ingot§r
hbm:ingot_osmiridium, Osmiridium Ingot
hbm:ingot_euphemium, Euphemium Ingot
hbm:ingot_dineutronium, Dineutronium Ingot
hbm:ingot_cadmium, Cadmium Ingot
hbm:ingot_bismuth, Bismuth Ingot
hbm:ingot_arsenic, Arsenic Ingot
hbm:ingot_zirconium, Zirconium Cube
hbm:ingot_bismuth_bronze, Bismuth Bronze Ingot
hbm:ingot_arsenic_bronze, Arsenic Bronze Ingot
hbm:ingot_bscco, BSCCO Ingot
hbm:ingot_calcium, Calcium Ingot
hbm:ingot_silicon, Silicon Boule
hbm:ingot_gunmetal, Gunmetal Ingot
hbm:ingot_weaponsteel, Weapon Steel Ingot
hbm:ingot_cft, Crystalline Fullerite
hbm:ingot_th232, Thorium-232 Ingot
hbm:ingot_uranium, Uranium Ingot
hbm:ingot_u233, Uranium-233 Ingot
hbm:ingot_u235, Uranium-235 Ingot
hbm:ingot_u238, Uranium-238 Ingot
hbm:ingot_u238m2:0, Metastable Uranium-238M2 Ingot
hbm:ingot_plutonium, Plutonium Ingot
hbm:ingot_pu238, Plutonium-238 Ingot
hbm:ingot_pu239, Plutonium-239 Ingot
hbm:ingot_pu240, Plutonium-240 Ingot
hbm:ingot_pu241, Plutonium-241 Ingot
hbm:ingot_pu_mix, Reactor Grade Plutonium Ingot
hbm:ingot_am241, Americium-241 Ingot
